unitid,effydlev,xeydetot,efydetot,xeydeexc,efydeexc,xeydesom,efydesom,xeydenon,efydenon
138868,Graduate,R,47,R,47.0,R,0.0,R,0.0
138901,All students total,R,2638,R,1277.0,R,1286.0,R,75.0
138901,Undergraduate total,R,2638,R,1277.0,R,1286.0,R,75.0
138901,"Undergraduate, degree/certificate-seeking",R,2299,R,998.0,R,1230.0,R,71.0
138901,"Undergraduate, non-degree/certificate-seeking",R,339,R,279.0,R,56.0,R,4.0
138929,All students total,R,303,R,303.0,R,0.0,R,0.0
138929,Graduate,R,303,R,303.0,R,0.0,R,0.0
138938,All students total,R,403,A,,A,,R,403.0
138938,Undergraduate total,R,403,A,,A,,R,403.0
138938,"Undergraduate, degree/certificate-seeking",C,403,A,,A,,C,403.0
138947,All students total,R,4123,R,346.0,R,3757.0,R,20.0
138947,Undergraduate total,R,3387,R,225.0,R,3143.0,R,19.0
138947,"Undergraduate, degree/certificate-seeking",R,3360,R,225.0,R,3125.0,R,10.0
138947,"Undergraduate, non-degree/certificate-seeking",R,27,R,0.0,R,18.0,R,9.0
138947,Graduate,R,736,R,121.0,R,614.0,R,1.0
138956,All students total,R,5549,R,2468.0,R,1377.0,R,1704.0
138956,Undergraduate total,R,5549,R,2468.0,R,1377.0,R,1704.0
138956,"Undergraduate, degree/certificate-seeking",R,5017,R,2195.0,R,1283.0,R,1539.0
138956,"Undergraduate, non-degree/certificate-seeking",R,532,R,273.0,R,94.0,R,165.0
139144,All students total,R,2308,R,115.0,R,1370.0,R,823.0
139144,Undergraduate total,R,2092,R,4.0,R,1281.0,R,807.0
139144,"Undergraduate, degree/certificate-seeking",R,2068,R,3.0,R,1280.0,R,785.0
139144,"Undergraduate, non-degree/certificate-seeking",R,24,R,1.0,R,1.0,R,22.0
139144,Graduate,R,216,R,111.0,R,89.0,R,16.0
139153,All students total,R,629,R,629.0,R,0.0,R,0.0
139153,Undergraduate total,R,321,R,321.0,R,0.0,R,0.0
139153,"Undergraduate, degree/certificate-seeking",R,226,R,226.0,R,0.0,R,0.0
139153,"Undergraduate, non-degree/certificate-seeking",R,95,R,95.0,R,0.0,R,0.0
139153,Graduate,R,308,R,308.0,R,0.0,R,0.0
139199,All students total,R,3627,R,1797.0,R,988.0,R,842.0
139199,Undergraduate total,R,2202,R,1030.0,R,901.0,R,271.0
139199,"Undergraduate, degree/certificate-seeking",R,1902,R,883.0,R,860.0,R,159.0
139199,"Undergraduate, non-degree/certificate-seeking",R,300,R,147.0,R,41.0,R,112.0
139199,Graduate,R,1425,R,767.0,R,87.0,R,571.0
139205,All students total,R,944,R,98.0,R,511.0,R,335.0
139205,Undergraduate total,R,944,R,98.0,R,511.0,R,335.0
139205,"Undergraduate, degree/certificate-seeking",R,609,R,32.0,R,456.0,R,121.0
139205,"Undergraduate, non-degree/certificate-seeking",R,335,R,66.0,R,55.0,R,214.0
139250,All students total,R,4303,R,1324.0,R,2584.0,R,395.0
139250,Undergraduate total,R,4303,R,1324.0,R,2584.0,R,395.0
139250,"Undergraduate, degree/certificate-seeking",R,3604,R,932.0,R,2333.0,R,339.0
139250,"Undergraduate, non-degree/certificate-seeking",R,699,R,392.0,R,251.0,R,56.0
139278,All students total,R,8932,R,4361.0,R,2310.0,R,2261.0
139278,Undergraduate total,R,8932,R,4361.0,R,2310.0,R,2261.0
139278,"Undergraduate, degree/certificate-seeking",R,7082,R,3507.0,R,2071.0,R,1504.0
139278,"Undergraduate, non-degree/certificate-seeking",R,1850,R,854.0,R,239.0,R,757.0
139311,All students total,R,8659,R,4447.0,R,4057.0,R,155.0
139311,Undergraduate total,R,7784,R,3713.0,R,3918.0,R,153.0
139311,"Undergraduate, degree/certificate-seeking",R,6578,R,2971.0,R,3513.0,R,94.0
139311,"Undergraduate, non-degree/certificate-seeking",R,1206,R,742.0,R,405.0,R,59.0
139311,Graduate,R,875,R,734.0,R,139.0,R,2.0
139348,All students total,R,255,R,255.0,R,0.0,R,0.0
139348,Graduate,R,255,R,255.0,R,0.0,R,0.0
139357,All students total,R,4448,R,1781.0,R,1437.0,R,1230.0
139357,Undergraduate total,R,4448,R,1781.0,R,1437.0,R,1230.0
139357,"Undergraduate, degree/certificate-seeking",R,3930,R,1590.0,R,1301.0,R,1039.0
139357,"Undergraduate, non-degree/certificate-seeking",R,518,R,191.0,R,136.0,R,191.0
139366,All students total,R,10094,R,3164.0,R,6156.0,R,774.0
139366,Undergraduate total,R,8170,R,1879.0,R,5717.0,R,574.0
139366,"Undergraduate, degree/certificate-seeking",R,7613,R,1660.0,R,5483.0,R,470.0
139366,"Undergraduate, non-degree/certificate-seeking",R,557,R,219.0,R,234.0,R,104.0
139366,Graduate,R,1924,R,1285.0,R,439.0,R,200.0
139384,All students total,R,8768,R,5060.0,R,1411.0,R,2297.0
139384,Undergraduate total,R,8768,R,5060.0,R,1411.0,R,2297.0
139384,"Undergraduate, degree/certificate-seeking",R,6387,R,4157.0,R,931.0,R,1299.0
139384,"Undergraduate, non-degree/certificate-seeking",R,2381,R,903.0,R,480.0,R,998.0
139393,All students total,R,958,R,32.0,R,393.0,R,533.0
139393,Undergraduate total,R,909,R,32.0,R,393.0,R,484.0
139393,"Undergraduate, degree/certificate-seeking",R,871,R,31.0,R,393.0,R,447.0
139393,"Undergraduate, non-degree/certificate-seeking",R,38,R,1.0,Z,0.0,R,37.0
139393,Graduate,R,49,A,,A,,R,49.0
139463,All students total,R,5513,R,852.0,R,3547.0,R,1114.0
139463,Undergraduate total,R,5513,R,852.0,R,3547.0,R,1114.0
139463,"Undergraduate, degree/certificate-seeking",R,4956,R,699.0,R,3389.0,R,868.0
139463,"Undergraduate, non-degree/certificate-seeking",R,557,R,153.0,R,158.0,R,246.0
139506,All students total,R,129,A,,A,,R,129.0
139506,Undergraduate total,R,129,A,,A,,R,129.0
139506,"Undergraduate, degree/certificate-seeking",C,129,A,,A,,C,129.0
139579,All students total,R,1325,R,177.0,R,264.0,R,884.0
139579,Undergraduate total,R,436,R,108.0,R,173.0,R,155.0
139579,"Undergraduate, degree/certificate-seeking",R,436,R,108.0,R,173.0,R,155.0
139579,Graduate,R,889,R,69.0,R,91.0,R,729.0
139621,All students total,R,2941,R,1087.0,R,1457.0,R,397.0
139621,Undergraduate total,R,2941,R,1087.0,R,1457.0,R,397.0
139621,"Undergraduate, degree/certificate-seeking",R,2532,R,896.0,R,1346.0,R,290.0
139621,"Undergraduate, non-degree/certificate-seeking",R,409,R,191.0,R,111.0,R,107.0
139630,All students total,R,949,R,16.0,R,450.0,R,483.0
139630,Undergraduate total,R,949,R,16.0,R,450.0,R,483.0
139630,"Undergraduate, degree/certificate-seeking",R,828,R,16.0,R,450.0,R,362.0
139630,"Undergraduate, non-degree/certificate-seeking",R,121,R,0.0,Z,0.0,R,121.0
139658,All students total,R,15201,R,7467.0,R,7312.0,R,422.0
139658,Undergraduate total,R,7521,R,5238.0,R,2281.0,R,2.0
139658,"Undergraduate, degree/certificate-seeking",R,7345,R,5062.0,R,2281.0,R,2.0
139658,"Undergraduate, non-degree/certificate-seeking",R,176,R,176.0,R,0.0,R,0.0
139658,Graduate,R,7680,R,2229.0,R,5031.0,R,420.0
139700,All students total,R,7367,R,4058.0,R,2299.0,R,1010.0
139700,Undergraduate total,R,7367,R,4058.0,R,2299.0,R,1010.0
139700,"Undergraduate, degree/certificate-seeking",R,6566,R,3548.0,R,2153.0,R,865.0
139700,"Undergraduate, non-degree/certificate-seeking",R,801,R,510.0,R,146.0,R,145.0
139719,All students total,R,3202,R,520.0,R,2032.0,R,650.0
139719,Undergraduate total,R,2862,R,426.0,R,1843.0,R,593.0
139719,"Undergraduate, degree/certificate-seeking",R,2815,R,395.0,R,1832.0,R,588.0
139719,"Undergraduate, non-degree/certificate-seeking",R,47,R,31.0,R,11.0,R,5.0
139719,Graduate,R,340,R,94.0,R,189.0,R,57.0
139746,All students total,R,78,A,,A,,R,78.0
139746,Undergraduate total,R,78,A,,A,,R,78.0
139746,"Undergraduate, degree/certificate-seeking",R,78,A,,A,,R,78.0
139755,All students total,R,47787,R,17644.0,R,21511.0,R,8632.0
139755,Undergraduate total,R,17988,R,1280.0,R,16384.0,R,324.0
139755,"Undergraduate, degree/certificate-seeking",R,17037,R,533.0,R,16322.0,R,182.0
139755,"Undergraduate, non-degree/certificate-seeking",R,951,R,747.0,R,62.0,R,142.0
139755,Graduate,R,29799,R,16364.0,R,5127.0,R,8308.0
139764,All students total,R,3926,R,1599.0,R,1928.0,R,399.0
139764,Undergraduate total,R,3068,R,1107.0,R,1562.0,R,399.0
139764,"Undergraduate, degree/certificate-seeking",R,2548,R,785.0,R,1469.0,R,294.0
139764,"Undergraduate, non-degree/certificate-seeking",R,520,R,322.0,R,93.0,R,105.0
139764,Graduate,R,858,R,492.0,R,366.0,R,0.0
139861,All students total,R,7914,R,1595.0,R,5670.0,R,649.0
139861,Undergraduate total,R,6200,R,399.0,R,5176.0,R,625.0
139861,"Undergraduate, degree/certificate-seeking",R,6046,R,309.0,R,5143.0,R,594.0
139861,"Undergraduate, non-degree/certificate-seeking",R,154,R,90.0,R,33.0,R,31.0
139861,Graduate,R,1714,R,1196.0,R,494.0,R,24.0
139931,All students total,R,31082,R,6288.0,R,22651.0,R,2143.0
139931,Undergraduate total,R,26762,R,3640.0,R,21306.0,R,1816.0
139931,"Undergraduate, degree/certificate-seeking",R,25037,R,3043.0,R,20634.0,R,1360.0
139931,"Undergraduate, non-degree/certificate-seeking",R,1725,R,597.0,R,672.0,R,456.0
139931,Graduate,R,4320,R,2648.0,R,1345.0,R,327.0
139940,All students total,R,42775,R,21307.0,R,20830.0,R,638.0
139940,Undergraduate total,R,33658,R,18519.0,R,14917.0,R,222.0
139940,"Undergraduate, degree/certificate-seeking",R,32431,R,17479.0,R,14759.0,R,193.0
139940,"Undergraduate, non-degree/certificate-seeking",R,1227,R,1040.0,R,158.0,R,29.0
139940,Graduate,R,9117,R,2788.0,R,5913.0,R,416.0
139959,All students total,R,43314,R,1592.0,R,17830.0,R,23892.0
139959,Undergraduate total,R,32804,R,631.0,R,15251.0,R,16922.0
139959,"Undergraduate, degree/certificate-seeking",R,32673,R,595.0,R,15240.0,R,16838.0
139959,"Undergraduate, non-degree/certificate-seeking",R,131,R,36.0,R,11.0,R,84.0
139959,Graduate,R,10510,R,961.0,R,2579.0,R,6970.0
139968,All students total,R,3908,R,1285.0,R,2259.0,R,364.0
139968,Undergraduate total,R,3908,R,1285.0,R,2259.0,R,364.0
139968,"Undergraduate, degree/certificate-seeking",R,3285,R,1011.0,R,2042.0,R,232.0
139968,"Undergraduate, non-degree/certificate-seeking",R,623,R,274.0,R,217.0,R,132.0
139986,All students total,R,7676,R,3919.0,R,1658.0,R,2099.0
139986,Undergraduate total,R,7676,R,3919.0,R,1658.0,R,2099.0
139986,"Undergraduate, degree/certificate-seeking",R,6151,R,3408.0,R,1446.0,R,1297.0
139986,"Undergraduate, non-degree/certificate-seeking",R,1525,R,511.0,R,212.0,R,802.0
139995,All students total,R,645,R,531.0,R,30.0,R,84.0
139995,Undergraduate total,R,645,R,531.0,R,30.0,R,84.0
139995,"Undergraduate, degree/certificate-seeking",R,645,R,531.0,R,30.0,R,84.0
140003,All students total,R,367,A,,A,,R,367.0
140003,Undergraduate total,R,367,A,,A,,R,367.0
140003,"Undergraduate, degree/certificate-seeking",R,367,A,,A,,R,367.0
140012,All students total,R,11675,R,5046.0,R,3391.0,R,3238.0
140012,Undergraduate total,R,11675,R,5046.0,R,3391.0,R,3238.0
140012,"Undergraduate, degree/certificate-seeking",R,9409,R,3860.0,R,2960.0,R,2589.0
140012,"Undergraduate, non-degree/certificate-seeking",R,2266,R,1186.0,R,431.0,R,649.0
140146,All students total,R,329,R,329.0,R,0.0,R,0.0
140146,Graduate,R,329,R,329.0,R,0.0,R,0.0
140234,All students total,R,988,R,134.0,R,740.0,R,114.0
140234,Undergraduate total,R,798,R,38.0,R,657.0,R,103.0
140234,"Undergraduate, degree/certificate-seeking",R,790,R,37.0,R,653.0,R,100.0
140234,"Undergraduate, non-degree/certificate-seeking",R,8,R,1.0,R,4.0,R,3.0
140234,Graduate,R,190,R,96.0,R,83.0,R,11.0
140243,All students total,R,6857,R,1702.0,R,1900.0,R,3255.0
140243,Undergraduate total,R,6857,R,1702.0,R,1900.0,R,3255.0
140243,"Undergraduate, degree/certificate-seeking",R,5188,R,1365.0,R,1641.0,R,2182.0
140243,"Undergraduate, non-degree/certificate-seeking",R,1669,R,337.0,R,259.0,R,1073.0
140252,All students total,R,3356,R,277.0,R,1214.0,R,1865.0
140252,Undergraduate total,R,1245,R,148.0,R,1068.0,R,29.0
140252,"Undergraduate, degree/certificate-seeking",R,1236,R,148.0,R,1059.0,R,29.0
140252,"Undergraduate, non-degree/certificate-seeking",R,9,R,0.0,R,9.0,R,0.0
140252,Graduate,R,2111,R,129.0,R,146.0,R,1836.0
140331,All students total,R,13643,R,4080.0,R,4819.0,R,4744.0
140331,Undergraduate total,R,13643,R,4080.0,R,4819.0,R,4744.0
140331,"Undergraduate, degree/certificate-seeking",R,11324,R,3354.0,R,4227.0,R,3743.0
140331,"Undergraduate, non-degree/certificate-seeking",R,2319,R,726.0,R,592.0,R,1001.0
140340,All students total,R,1201,R,854.0,R,227.0,R,120.0
140340,Undergraduate total,R,1126,R,812.0,R,201.0,R,113.0
140340,"Undergraduate, degree/certificate-seeking",R,1124,R,810.0,R,201.0,R,113.0
140340,"Undergraduate, non-degree/certificate-seeking",R,2,R,2.0,Z,0.0,R,0.0
140340,Graduate,R,75,R,42.0,R,26.0,R,7.0
140447,All students total,R,10403,R,2257.0,R,5247.0,R,2899.0
140447,Undergraduate total,R,5609,R,1271.0,R,2777.0,R,1561.0
140447,"Undergraduate, degree/certificate-seeking",R,5283,R,976.0,R,2765.0,R,1542.0
140447,"Undergraduate, non-degree/certificate-seeking",R,326,R,295.0,R,12.0,R,19.0
140447,Graduate,R,4794,R,986.0,R,2470.0,R,1338.0
140553,All students total,R,2482,R,0.0,R,2482.0,R,0.0
140553,Undergraduate total,R,2482,R,0.0,R,2482.0,R,0.0
140553,"Undergraduate, degree/certificate-seeking",R,2294,R,0.0,R,2294.0,R,0.0
140553,"Undergraduate, non-degree/certificate-seeking",R,188,R,0.0,R,188.0,R,0.0
140562,All students total,R,746,R,62.0,R,0.0,R,684.0
140562,Graduate,R,746,R,62.0,R,0.0,R,684.0
140678,All students total,R,3596,R,1381.0,R,958.0,R,1257.0
140678,Undergraduate total,R,3596,R,1381.0,R,958.0,R,1257.0
140678,"Undergraduate, degree/certificate-seeking",R,2780,R,1093.0,R,844.0,R,843.0
140678,"Undergraduate, non-degree/certificate-seeking",R,816,R,288.0,R,114.0,R,414.0
140696,All students total,R,1565,R,836.0,R,724.0,R,5.0
140696,Undergraduate total,R,1565,R,836.0,R,724.0,R,5.0
140696,"Undergraduate, degree/certificate-seeking",R,1489,R,771.0,R,713.0,R,5.0
140696,"Undergraduate, non-degree/certificate-seeking",R,76,R,65.0,R,11.0,R,0.0
140720,All students total,R,233,R,233.0,R,0.0,R,0.0
140720,Undergraduate total,R,233,R,233.0,R,0.0,R,0.0
140720,"Undergraduate, degree/certificate-seeking",R,217,R,217.0,R,0.0,R,0.0
140720,"Undergraduate, non-degree/certificate-seeking",R,16,R,16.0,R,0.0,R,0.0
140818,All students total,R,3055,R,1378.0,R,1135.0,R,542.0
140818,Undergraduate total,R,1473,R,85.0,R,862.0,R,526.0
140818,"Undergraduate, degree/certificate-seeking",R,1401,R,73.0,R,838.0,R,490.0
140818,"Undergraduate, non-degree/certificate-seeking",R,72,R,12.0,R,24.0,R,36.0
140818,Graduate,R,1582,R,1293.0,R,273.0,R,16.0
140827,All students total,R,92,A,,A,,R,92.0
140827,Undergraduate total,R,92,A,,A,,R,92.0
140827,"Undergraduate, degree/certificate-seeking",C,92,A,,A,,C,92.0
140872,All students total,R,1520,R,262.0,R,719.0,R,539.0
140872,Undergraduate total,R,1391,R,202.0,R,705.0,R,484.0
140872,"Undergraduate, degree/certificate-seeking",R,1349,R,202.0,R,677.0,R,470.0
140872,"Undergraduate, non-degree/certificate-seeking",R,42,R,0.0,R,28.0,R,14.0
140872,Graduate,R,129,R,60.0,R,14.0,R,55.0
140942,All students total,R,5536,R,2549.0,R,1559.0,R,1428.0
140942,Undergraduate total,R,5536,R,2549.0,R,1559.0,R,1428.0
140942,"Undergraduate, degree/certificate-seeking",R,5000,R,2229.0,R,1477.0,R,1294.0
140942,"Undergraduate, non-degree/certificate-seeking",R,536,R,320.0,R,82.0,R,134.0
140951,All students total,R,16843,R,1415.0,R,6436.0,R,8992.0
140951,Undergraduate total,R,13690,R,923.0,R,4692.0,R,8075.0
140951,"Undergraduate, degree/certificate-seeking",R,13116,R,697.0,R,4648.0,R,7771.0
140951,"Undergraduate, non-degree/certificate-seeking",R,574,R,226.0,R,44.0,R,304.0
140951,Graduate,R,3153,R,492.0,R,1744.0,R,917.0
140960,All students total,R,3986,R,791.0,R,2977.0,R,218.0
140960,Undergraduate total,R,3713,R,772.0,R,2749.0,R,192.0
140960,"Undergraduate, degree/certificate-seeking",R,3528,R,679.0,R,2675.0,R,174.0
140960,"Undergraduate, non-degree/certificate-seeking",R,185,R,93.0,R,74.0,R,18.0
140960,Graduate,R,273,R,19.0,R,228.0,R,26.0
140988,All students total,R,1722,R,626.0,R,583.0,R,513.0
140988,Undergraduate total,R,1550,R,454.0,R,583.0,R,513.0
140988,"Undergraduate, degree/certificate-seeking",R,1309,R,352.0,R,463.0,R,494.0
140988,"Undergraduate, non-degree/certificate-seeking",R,241,R,102.0,R,120.0,R,19.0
140988,Graduate,R,172,R,172.0,R,0.0,R,0.0
141006,All students total,R,2634,R,860.0,R,756.0,R,1018.0
141006,Undergraduate total,R,2634,R,860.0,R,756.0,R,1018.0
141006,"Undergraduate, degree/certificate-seeking",R,2138,R,656.0,R,708.0,R,774.0
141006,"Undergraduate, non-degree/certificate-seeking",R,496,R,204.0,R,48.0,R,244.0
141015,All students total,R,215,R,0.0,R,30.0,R,185.0
141015,Undergraduate total,R,215,R,0.0,R,30.0,R,185.0
141015,"Undergraduate, degree/certificate-seeking",C,215,C,0.0,C,30.0,C,185.0
141060,All students total,R,2286,R,0.0,R,2207.0,R,79.0
141060,Undergraduate total,R,2286,R,0.0,R,2207.0,R,79.0
141060,"Undergraduate, degree/certificate-seeking",R,2285,R,0.0,R,2206.0,R,79.0
141060,"Undergraduate, non-degree/certificate-seeking",R,1,R,0.0,R,1.0,R,0.0
141167,All students total,R,1748,R,366.0,R,1382.0,R,0.0
141167,Undergraduate total,R,1039,R,123.0,R,916.0,R,0.0
141167,"Undergraduate, degree/certificate-seeking",R,1038,R,122.0,R,916.0,R,0.0
141167,"Undergraduate, non-degree/certificate-seeking",R,1,R,1.0,Z,0.0,R,0.0
141167,Graduate,R,709,R,243.0,R,466.0,R,0.0
141185,All students total,R,2134,R,1348.0,R,324.0,R,462.0
141185,Undergraduate total,R,2110,R,1324.0,R,324.0,R,462.0
141185,"Undergraduate, degree/certificate-seeking",R,919,R,283.0,R,299.0,R,337.0
141185,"Undergraduate, non-degree/certificate-seeking",R,1191,R,1041.0,R,25.0,R,125.0
141185,Graduate,R,24,R,24.0,R,0.0,R,0.0
141237,All students total,R,3157,R,1395.0,R,513.0,R,1249.0
141237,Undergraduate total,R,3048,R,1353.0,R,484.0,R,1211.0
141237,"Undergraduate, degree/certificate-seeking",R,888,R,165.0,R,291.0,R,432.0
141237,"Undergraduate, non-degree/certificate-seeking",R,2160,R,1188.0,R,193.0,R,779.0
141237,Graduate,R,109,R,42.0,R,29.0,R,38.0
141255,All students total,R,5473,R,1902.0,R,1163.0,R,2408.0
141255,Undergraduate total,R,5473,R,1902.0,R,1163.0,R,2408.0
141255,"Undergraduate, degree/certificate-seeking",R,3617,R,1523.0,R,961.0,R,1133.0
141255,"Undergraduate, non-degree/certificate-seeking",R,1856,R,379.0,R,202.0,R,1275.0
141264,All students total,R,14548,R,5379.0,R,8030.0,R,1139.0
141264,Undergraduate total,R,10989,R,2557.0,R,7384.0,R,1048.0
141264,"Undergraduate, degree/certificate-seeking",R,10633,R,2410.0,R,7316.0,R,907.0
141264,"Undergraduate, non-degree/certificate-seeking",R,356,R,147.0,R,68.0,R,141.0
141264,Graduate,R,3559,R,2822.0,R,646.0,R,91.0
141325,All students total,R,981,R,295.0,R,418.0,R,268.0
141325,Undergraduate total,R,923,R,295.0,R,401.0,R,227.0
141325,"Undergraduate, degree/certificate-seeking",R,684,R,153.0,R,400.0,R,131.0
141325,"Undergraduate, non-degree/certificate-seeking",R,239,R,142.0,R,1.0,R,96.0
141325,Graduate,R,58,R,0.0,R,17.0,R,41.0
141334,All students total,R,16100,R,6658.0,R,8677.0,R,765.0
141334,Undergraduate total,R,11998,R,3190.0,R,8086.0,R,722.0
141334,"Undergraduate, degree/certificate-seeking",R,10655,R,2356.0,R,7762.0,R,537.0
141334,"Undergraduate, non-degree/certificate-seeking",R,1343,R,834.0,R,324.0,R,185.0
141334,Graduate,R,4102,R,3468.0,R,591.0,R,43.0
141361,All students total,R,1620,R,270.0,R,133.0,R,1217.0
141361,Undergraduate total,R,1582,R,270.0,R,95.0,R,1217.0
141361,"Undergraduate, degree/certificate-seeking",R,969,R,0.0,R,0.0,R,969.0
141361,"Undergraduate, non-degree/certificate-seeking",R,613,R,270.0,R,95.0,R,248.0
141361,Graduate,R,38,R,0.0,R,38.0,R,0.0
141486,All students total,R,2635,R,580.0,R,1485.0,R,570.0
141486,Undergraduate total,R,1844,R,346.0,R,1137.0,R,361.0
141486,"Undergraduate, degree/certificate-seeking",R,1790,R,329.0,R,1129.0,R,332.0
141486,"Undergraduate, non-degree/certificate-seeking",R,54,R,17.0,R,8.0,R,29.0
141486,Graduate,R,791,R,234.0,R,348.0,R,209.0
141565,All students total,R,3718,R,2303.0,R,1330.0,R,85.0
141565,Undergraduate total,R,3157,R,2106.0,R,1009.0,R,42.0
141565,"Undergraduate, degree/certificate-seeking",R,2945,R,1931.0,R,996.0,R,18.0
141565,"Undergraduate, non-degree/certificate-seeking",R,212,R,175.0,R,13.0,R,24.0
141565,Graduate,R,561,R,197.0,R,321.0,R,43.0
141574,All students total,R,20510,R,11576.0,R,7728.0,R,1206.0
141574,Undergraduate total,R,15044,R,9280.0,R,5645.0,R,119.0
141574,"Undergraduate, degree/certificate-seeking",R,13905,R,8375.0,R,5479.0,R,51.0
141574,"Undergraduate, non-degree/certificate-seeking",R,1139,R,905.0,R,166.0,R,68.0
141574,Graduate,R,5466,R,2296.0,R,2083.0,R,1087.0
141608,All students total,R,127,A,,A,,R,127.0
141608,Undergraduate total,R,127,A,,A,,R,127.0
141608,"Undergraduate, degree/certificate-seeking",C,127,A,,A,,C,127.0
141644,All students total,R,5217,R,816.0,R,2423.0,R,1978.0
141644,Undergraduate total,R,4646,R,670.0,R,2182.0,R,1794.0
141644,"Undergraduate, degree/certificate-seeking",R,3145,R,562.0,R,2089.0,R,494.0
141644,"Undergraduate, non-degree/certificate-seeking",R,1501,R,108.0,R,93.0,R,1300.0
141644,Graduate,R,571,R,146.0,R,241.0,R,184.0
141680,All students total,R,5281,R,4200.0,R,853.0,R,228.0
141680,Undergraduate total,R,5281,R,4200.0,R,853.0,R,228.0
141680,"Undergraduate, degree/certificate-seeking",R,2730,R,1765.0,R,790.0,R,175.0
141680,"Undergraduate, non-degree/certificate-seeking",R,2551,R,2435.0,R,63.0,R,53.0
141796,All students total,R,9676,R,7546.0,R,1762.0,R,368.0
141796,Undergraduate total,R,9676,R,7546.0,R,1762.0,R,368.0
141796,"Undergraduate, degree/certificate-seeking",R,5756,R,3921.0,R,1534.0,R,301.0
141796,"Undergraduate, non-degree/certificate-seeking",R,3920,R,3625.0,R,228.0,R,67.0
141802,All students total,R,1935,R,1369.0,R,399.0,R,167.0
141802,Undergraduate total,R,1935,R,1369.0,R,399.0,R,167.0
141802,"Undergraduate, degree/certificate-seeking",R,1106,R,628.0,R,377.0,R,101.0
141802,"Undergraduate, non-degree/certificate-seeking",R,829,R,741.0,R,22.0,R,66.0
141811,All students total,R,10008,R,7961.0,R,1795.0,R,252.0
141811,Undergraduate total,R,10008,R,7961.0,R,1795.0,R,252.0
141811,"Undergraduate, degree/certificate-seeking",R,5449,R,3882.0,R,1471.0,R,96.0
141811,"Undergraduate, non-degree/certificate-seeking",R,4559,R,4079.0,R,324.0,R,156.0
141839,All students total,R,3963,R,2988.0,R,785.0,R,190.0
141839,Undergraduate total,R,3963,R,2988.0,R,785.0,R,190.0
141839,"Undergraduate, degree/certificate-seeking",R,2535,R,1819.0,R,618.0,R,98.0
141839,"Undergraduate, non-degree/certificate-seeking",R,1428,R,1169.0,R,167.0,R,92.0
141981,All students total,R,4107,R,3469.0,R,617.0,R,21.0
141981,Undergraduate total,R,4107,R,3469.0,R,617.0,R,21.0
141981,"Undergraduate, degree/certificate-seeking",R,3190,R,2598.0,R,582.0,R,10.0
141981,"Undergraduate, non-degree/certificate-seeking",R,917,R,871.0,R,35.0,R,11.0
141990,All students total,R,3871,R,2844.0,R,631.0,R,396.0
141990,Undergraduate total,R,3871,R,2844.0,R,631.0,R,396.0
141990,"Undergraduate, degree/certificate-seeking",R,1404,R,942.0,R,450.0,R,12.0
141990,"Undergraduate, non-degree/certificate-seeking",R,2467,R,1902.0,R,181.0,R,384.0
142054,All students total,R,798,R,35.0,R,353.0,R,410.0
142054,Undergraduate total,R,798,R,35.0,R,353.0,R,410.0
142054,"Undergraduate, degree/certificate-seeking",R,798,R,35.0,R,353.0,R,410.0
142090,All students total,R,110,A,,A,,R,110.0
142090,Undergraduate total,R,110,A,,A,,R,110.0
142090,"Undergraduate, degree/certificate-seeking",R,102,A,,A,,R,102.0
142090,"Undergraduate, non-degree/certificate-seeking",R,8,A,,A,,R,8.0
142115,All students total,R,32023,R,13008.0,R,11904.0,R,7111.0
142115,Undergraduate total,R,26161,R,8991.0,R,11159.0,R,6011.0
142115,"Undergraduate, degree/certificate-seeking",R,19376,R,7749.0,R,11077.0,R,550.0
142115,"Undergraduate, non-degree/certificate-seeking",R,6785,R,1242.0,R,82.0,R,5461.0
142115,Graduate,R,5862,R,4017.0,R,745.0,R,1100.0
142179,All students total,R,2627,R,504.0,R,993.0,R,1130.0
142179,Undergraduate total,R,2627,R,504.0,R,993.0,R,1130.0
142179,"Undergraduate, degree/certificate-seeking",R,1801,R,372.0,R,914.0,R,515.0
142179,"Undergraduate, non-degree/certificate-seeking",R,826,R,132.0,R,79.0,R,615.0
142276,All students total,R,14223,R,2412.0,R,6803.0,R,5008.0
142276,Undergraduate total,R,11645,R,1780.0,R,5561.0,R,4304.0
142276,"Undergraduate, degree/certificate-seeking",R,8007,R,1513.0,R,5378.0,R,1116.0
142276,"Undergraduate, non-degree/certificate-seeking",R,3638,R,267.0,R,183.0,R,3188.0
142276,Graduate,R,2578,R,632.0,R,1242.0,R,704.0
142285,All students total,R,12479,R,1539.0,R,4334.0,R,6606.0
142285,Undergraduate total,R,9586,R,707.0,R,3640.0,R,5239.0
142285,"Undergraduate, degree/certificate-seeking",R,7401,R,566.0,R,3613.0,R,3222.0
142285,"Undergraduate, non-degree/certificate-seeking",R,2185,R,141.0,R,27.0,R,2017.0
142285,Graduate,R,2893,R,832.0,R,694.0,R,1367.0
142294,All students total,R,1176,A,,A,,R,1176.0
142294,Undergraduate total,R,1142,A,,A,,R,1142.0
142294,"Undergraduate, degree/certificate-seeking",R,1142,A,,A,,R,1142.0
142294,Graduate,R,34,A,,A,,R,34.0
142328,All students total,R,4840,R,1512.0,R,1861.0,R,1467.0
142328,Undergraduate total,R,4840,R,1512.0,R,1861.0,R,1467.0
