unitid,effydlev,xeydetot,efydetot,xeydeexc,efydeexc,xeydesom,efydesom,xeydenon,efydenon
216348,All students total,R,19,R,1.0,R,18.0,R,0.0
216348,Graduate,R,19,R,1.0,R,18.0,R,0.0
216357,All students total,R,817,A,,A,,R,817.0
216357,Undergraduate total,R,793,A,,A,,R,793.0
216357,"Undergraduate, degree/certificate-seeking",R,792,A,,A,,R,792.0
216357,"Undergraduate, non-degree/certificate-seeking",R,1,A,,A,,R,1.0
216357,Graduate,R,24,A,,A,,R,24.0
216366,All students total,R,9803,R,2000.0,R,5841.0,R,1962.0
216366,Undergraduate total,R,4366,R,628.0,R,3435.0,R,303.0
216366,"Undergraduate, degree/certificate-seeking",R,4302,R,596.0,R,3410.0,R,296.0
216366,"Undergraduate, non-degree/certificate-seeking",R,64,R,32.0,R,25.0,R,7.0
216366,Graduate,R,5437,R,1372.0,R,2406.0,R,1659.0
216436,All students total,R,226,A,,A,,R,226.0
216436,Undergraduate total,R,226,A,,A,,R,226.0
216436,"Undergraduate, degree/certificate-seeking",R,226,A,,A,,R,226.0
216445,All students total,R,246,A,,A,,R,246.0
216445,Undergraduate total,R,246,A,,A,,R,246.0
216445,"Undergraduate, degree/certificate-seeking",R,246,A,,A,,R,246.0
216454,All students total,R,225,A,,A,,R,225.0
216454,Undergraduate total,R,225,A,,A,,R,225.0
216454,"Undergraduate, degree/certificate-seeking",R,225,A,,A,,R,225.0
216463,All students total,R,229,R,103.0,R,27.0,R,99.0
216463,Graduate,R,229,R,103.0,R,27.0,R,99.0
216524,All students total,R,1531,R,11.0,R,1475.0,R,45.0
216524,Undergraduate total,R,1531,R,11.0,R,1475.0,R,45.0
216524,"Undergraduate, degree/certificate-seeking",R,1518,R,9.0,R,1469.0,R,40.0
216524,"Undergraduate, non-degree/certificate-seeking",R,13,R,2.0,R,6.0,R,5.0
216542,All students total,R,678,R,197.0,R,335.0,R,146.0
216542,Undergraduate total,R,579,R,113.0,R,320.0,R,146.0
216542,"Undergraduate, degree/certificate-seeking",R,517,R,70.0,R,307.0,R,140.0
216542,"Undergraduate, non-degree/certificate-seeking",R,62,R,43.0,R,13.0,R,6.0
216542,Graduate,R,99,R,84.0,R,15.0,R,0.0
216551,All students total,R,123,R,7.0,R,76.0,R,40.0
216551,Undergraduate total,R,123,R,7.0,R,76.0,R,40.0
216551,"Undergraduate, degree/certificate-seeking",R,100,R,7.0,R,66.0,R,27.0
216551,"Undergraduate, non-degree/certificate-seeking",R,23,R,0.0,R,10.0,R,13.0
216579,All students total,R,111,A,,A,,R,111.0
216579,Undergraduate total,R,111,A,,A,,R,111.0
216579,"Undergraduate, degree/certificate-seeking",C,111,A,,A,,C,111.0
216597,All students total,R,12623,R,2416.0,R,9567.0,R,640.0
216597,Undergraduate total,R,7551,R,608.0,R,6804.0,R,139.0
216597,"Undergraduate, degree/certificate-seeking",R,7317,R,447.0,R,6749.0,R,121.0
216597,"Undergraduate, non-degree/certificate-seeking",R,234,R,161.0,R,55.0,R,18.0
216597,Graduate,R,5072,R,1808.0,R,2763.0,R,501.0
216630,All students total,R,78,A,,A,,R,78.0
216630,Undergraduate total,R,78,A,,A,,R,78.0
216630,"Undergraduate, degree/certificate-seeking",C,78,A,,A,,C,78.0
216667,All students total,R,1193,A,,A,,R,1193.0
216667,Undergraduate total,R,1191,A,,A,,R,1191.0
216667,"Undergraduate, degree/certificate-seeking",R,1184,A,,A,,R,1184.0
216667,"Undergraduate, non-degree/certificate-seeking",R,7,A,,A,,R,7.0
216667,Graduate,R,2,A,,A,,R,2.0
216694,All students total,R,1724,R,282.0,R,147.0,R,1295.0
216694,Undergraduate total,R,1319,R,69.0,R,107.0,R,1143.0
216694,"Undergraduate, degree/certificate-seeking",R,1296,R,65.0,R,107.0,R,1124.0
216694,"Undergraduate, non-degree/certificate-seeking",R,23,R,4.0,R,0.0,R,19.0
216694,Graduate,R,405,R,213.0,R,40.0,R,152.0
216746,All students total,R,116,A,,A,,R,116.0
216746,Undergraduate total,R,116,A,,A,,R,116.0
216746,"Undergraduate, degree/certificate-seeking",C,116,A,,A,,C,116.0
216764,All students total,R,19767,R,16328.0,R,3319.0,R,120.0
216764,Undergraduate total,R,16031,R,13228.0,R,2718.0,R,85.0
216764,"Undergraduate, degree/certificate-seeking",R,15377,R,12616.0,R,2681.0,R,80.0
216764,"Undergraduate, non-degree/certificate-seeking",R,654,R,612.0,R,37.0,R,5.0
216764,Graduate,R,3736,R,3100.0,R,601.0,R,35.0
216773,All students total,R,136,A,,A,,R,136.0
216773,Undergraduate total,R,136,A,,A,,R,136.0
216773,"Undergraduate, degree/certificate-seeking",C,136,A,,A,,C,136.0
216782,All students total,R,384,A,,A,,R,384.0
216782,Undergraduate total,R,384,A,,A,,R,384.0
216782,"Undergraduate, degree/certificate-seeking",R,330,A,,A,,R,330.0
216782,"Undergraduate, non-degree/certificate-seeking",R,54,A,,A,,R,54.0
216807,All students total,R,1337,R,102.0,R,109.0,R,1126.0
216807,Undergraduate total,R,1235,R,0.0,R,109.0,R,1126.0
216807,"Undergraduate, degree/certificate-seeking",R,1203,R,0.0,R,109.0,R,1094.0
216807,"Undergraduate, non-degree/certificate-seeking",R,32,R,0.0,R,0.0,R,32.0
216807,Graduate,R,102,R,102.0,R,0.0,R,0.0
216816,All students total,R,998,R,511.0,R,79.0,R,408.0
216816,Graduate,R,998,R,511.0,R,79.0,R,408.0
216825,All students total,R,6203,R,4270.0,R,804.0,R,1129.0
216825,Undergraduate total,R,6203,R,4270.0,R,804.0,R,1129.0
216825,"Undergraduate, degree/certificate-seeking",R,3760,R,2984.0,R,701.0,R,75.0
216825,"Undergraduate, non-degree/certificate-seeking",R,2443,R,1286.0,R,103.0,R,1054.0
216852,All students total,R,7119,R,3985.0,R,2947.0,R,187.0
216852,Undergraduate total,R,3316,R,1156.0,R,1999.0,R,161.0
216852,"Undergraduate, degree/certificate-seeking",R,3123,R,1014.0,R,1986.0,R,123.0
216852,"Undergraduate, non-degree/certificate-seeking",R,193,R,142.0,R,13.0,R,38.0
216852,Graduate,R,3803,R,2829.0,R,948.0,R,26.0
216931,All students total,R,6605,R,3993.0,R,2333.0,R,279.0
216931,Undergraduate total,R,2561,R,265.0,R,2022.0,R,274.0
216931,"Undergraduate, degree/certificate-seeking",R,2269,R,102.0,R,1981.0,R,186.0
216931,"Undergraduate, non-degree/certificate-seeking",R,292,R,163.0,R,41.0,R,88.0
216931,Graduate,R,4044,R,3728.0,R,311.0,R,5.0
216940,All students total,R,254,A,,A,,R,254.0
216940,Undergraduate total,R,254,A,,A,,R,254.0
216940,"Undergraduate, degree/certificate-seeking",R,254,A,,A,,R,254.0
217013,All students total,R,2399,R,1639.0,R,708.0,R,52.0
217013,Undergraduate total,R,1248,R,493.0,R,703.0,R,52.0
217013,"Undergraduate, degree/certificate-seeking",R,784,R,186.0,R,595.0,R,3.0
217013,"Undergraduate, non-degree/certificate-seeking",R,464,R,307.0,R,108.0,R,49.0
217013,Graduate,R,1151,R,1146.0,R,5.0,R,0.0
217040,All students total,R,48,A,,A,,R,48.0
217040,Undergraduate total,R,45,A,,A,,R,45.0
217040,"Undergraduate, degree/certificate-seeking",R,45,A,,A,,R,45.0
217040,Graduate,R,3,A,,A,,R,3.0
217059,All students total,R,4512,R,248.0,R,615.0,R,3649.0
217059,Undergraduate total,R,4068,R,195.0,R,416.0,R,3457.0
217059,"Undergraduate, degree/certificate-seeking",R,3950,R,173.0,R,406.0,R,3371.0
217059,"Undergraduate, non-degree/certificate-seeking",R,118,R,22.0,R,10.0,R,86.0
217059,Graduate,R,444,R,53.0,R,199.0,R,192.0
217077,All students total,R,1226,R,97.0,R,1052.0,R,77.0
217077,Undergraduate total,R,1226,R,97.0,R,1052.0,R,77.0
217077,"Undergraduate, degree/certificate-seeking",R,1226,R,97.0,R,1052.0,R,77.0
217156,All students total,R,10446,R,3740.0,R,5203.0,R,1503.0
217156,Undergraduate total,R,7181,R,3450.0,R,3715.0,R,16.0
217156,"Undergraduate, degree/certificate-seeking",R,6929,R,3217.0,R,3708.0,R,4.0
217156,"Undergraduate, non-degree/certificate-seeking",R,252,R,233.0,R,7.0,R,12.0
217156,Graduate,R,3265,R,290.0,R,1488.0,R,1487.0
217165,All students total,R,4001,R,196.0,R,722.0,R,3083.0
217165,Undergraduate total,R,3363,R,0.0,R,580.0,R,2783.0
217165,"Undergraduate, degree/certificate-seeking",R,3339,R,0.0,R,573.0,R,2766.0
217165,"Undergraduate, non-degree/certificate-seeking",R,24,R,0.0,R,7.0,R,17.0
217165,Graduate,R,638,R,196.0,R,142.0,R,300.0
217235,All students total,R,6235,R,464.0,R,2300.0,R,3471.0
217235,Undergraduate total,R,5593,R,243.0,R,2206.0,R,3144.0
217235,"Undergraduate, degree/certificate-seeking",R,5548,R,216.0,R,2200.0,R,3132.0
217235,"Undergraduate, non-degree/certificate-seeking",R,45,R,27.0,R,6.0,R,12.0
217235,Graduate,R,642,R,221.0,R,94.0,R,327.0
217305,All students total,R,2792,R,153.0,R,820.0,R,1819.0
217305,Undergraduate total,R,2559,R,101.0,R,739.0,R,1719.0
217305,"Undergraduate, degree/certificate-seeking",R,2559,R,101.0,R,739.0,R,1719.0
217305,Graduate,R,233,R,52.0,R,81.0,R,100.0
217323,All students total,R,812,A,,A,,R,812.0
217323,Undergraduate total,R,812,A,,A,,R,812.0
217323,"Undergraduate, degree/certificate-seeking",C,812,A,,A,,C,812.0
217402,All students total,R,5164,R,271.0,R,4598.0,R,295.0
217402,Undergraduate total,R,4484,R,160.0,R,4135.0,R,189.0
217402,"Undergraduate, degree/certificate-seeking",R,4356,R,86.0,R,4098.0,R,172.0
217402,"Undergraduate, non-degree/certificate-seeking",R,128,R,74.0,R,37.0,R,17.0
217402,Graduate,R,680,R,111.0,R,463.0,R,106.0
217420,All students total,R,8642,R,7110.0,R,1439.0,R,93.0
217420,Undergraduate total,R,7203,R,6019.0,R,1117.0,R,67.0
217420,"Undergraduate, degree/certificate-seeking",R,6490,R,5361.0,R,1106.0,R,23.0
217420,"Undergraduate, non-degree/certificate-seeking",R,713,R,658.0,R,11.0,R,44.0
217420,Graduate,R,1439,R,1091.0,R,322.0,R,26.0
217475,All students total,R,17784,R,15535.0,R,1614.0,R,635.0
217475,Undergraduate total,R,17784,R,15535.0,R,1614.0,R,635.0
217475,"Undergraduate, degree/certificate-seeking",R,15902,R,13856.0,R,1565.0,R,481.0
217475,"Undergraduate, non-degree/certificate-seeking",R,1882,R,1679.0,R,49.0,R,154.0
217484,All students total,R,20720,R,1952.0,R,15006.0,R,3762.0
217484,Undergraduate total,R,17518,R,1477.0,R,13115.0,R,2926.0
217484,"Undergraduate, degree/certificate-seeking",R,15033,R,1398.0,R,13001.0,R,634.0
217484,"Undergraduate, non-degree/certificate-seeking",R,2485,R,79.0,R,114.0,R,2292.0
217484,Graduate,R,3202,R,475.0,R,1891.0,R,836.0
217493,All students total,R,2328,R,116.0,R,1946.0,R,266.0
217493,Undergraduate total,R,1818,R,106.0,R,1550.0,R,162.0
217493,"Undergraduate, degree/certificate-seeking",R,1818,R,106.0,R,1550.0,R,162.0
217493,Graduate,R,510,R,10.0,R,396.0,R,104.0
217518,All students total,R,5171,R,730.0,R,4244.0,R,197.0
217518,Undergraduate total,R,4769,R,662.0,R,3985.0,R,122.0
217518,"Undergraduate, degree/certificate-seeking",R,4455,R,394.0,R,3975.0,R,86.0
217518,"Undergraduate, non-degree/certificate-seeking",R,314,R,268.0,R,10.0,R,36.0
217518,Graduate,R,402,R,68.0,R,259.0,R,75.0
217536,All students total,R,3033,R,693.0,R,1922.0,R,418.0
217536,Undergraduate total,R,2215,R,117.0,R,1704.0,R,394.0
217536,"Undergraduate, degree/certificate-seeking",R,2201,R,107.0,R,1702.0,R,392.0
217536,"Undergraduate, non-degree/certificate-seeking",R,14,R,10.0,R,2.0,R,2.0
217536,Graduate,R,818,R,576.0,R,218.0,R,24.0
217581,All students total,R,183,A,,A,,R,183.0
217581,Undergraduate total,R,183,A,,A,,R,183.0
217581,"Undergraduate, degree/certificate-seeking",C,183,A,,A,,C,183.0
217606,All students total,R,325,R,75.0,R,65.0,R,185.0
217606,Undergraduate total,R,287,R,75.0,R,65.0,R,147.0
217606,"Undergraduate, degree/certificate-seeking",R,281,R,73.0,R,65.0,R,143.0
217606,"Undergraduate, non-degree/certificate-seeking",R,6,R,2.0,R,0.0,R,4.0
217606,Graduate,R,38,A,,A,,R,38.0
217615,All students total,R,2668,R,1368.0,R,1108.0,R,192.0
217615,Undergraduate total,R,2668,R,1368.0,R,1108.0,R,192.0
217615,"Undergraduate, degree/certificate-seeking",R,2375,R,1185.0,R,1039.0,R,151.0
217615,"Undergraduate, non-degree/certificate-seeking",R,293,R,183.0,R,69.0,R,41.0
217624,All students total,R,1293,R,23.0,R,1270.0,R,0.0
217624,Undergraduate total,R,1162,R,23.0,R,1139.0,R,0.0
217624,"Undergraduate, degree/certificate-seeking",R,1162,R,23.0,R,1139.0,R,0.0
217624,Graduate,R,131,R,0.0,R,131.0,R,0.0
217633,All students total,R,4240,R,942.0,R,2178.0,R,1120.0
217633,Undergraduate total,R,3234,R,308.0,R,2114.0,R,812.0
217633,"Undergraduate, degree/certificate-seeking",R,2902,R,287.0,R,2102.0,R,513.0
217633,"Undergraduate, non-degree/certificate-seeking",R,332,R,21.0,R,12.0,R,299.0
217633,Graduate,R,1006,R,634.0,R,64.0,R,308.0
217688,All students total,R,4118,R,898.0,R,2256.0,R,964.0
217688,Undergraduate total,R,3253,R,457.0,R,2188.0,R,608.0
217688,"Undergraduate, degree/certificate-seeking",R,3239,R,456.0,R,2184.0,R,599.0
217688,"Undergraduate, non-degree/certificate-seeking",R,14,R,1.0,R,4.0,R,9.0
217688,Graduate,R,865,R,441.0,R,68.0,R,356.0
217712,All students total,R,2970,R,2291.0,R,539.0,R,140.0
217712,Undergraduate total,R,2970,R,2291.0,R,539.0,R,140.0
217712,"Undergraduate, degree/certificate-seeking",R,2335,R,1769.0,R,480.0,R,86.0
217712,"Undergraduate, non-degree/certificate-seeking",R,635,R,522.0,R,59.0,R,54.0
217721,All students total,R,1914,R,897.0,R,1017.0,R,0.0
217721,Undergraduate total,R,1902,R,897.0,R,1005.0,R,0.0
217721,"Undergraduate, degree/certificate-seeking",R,1902,R,897.0,R,1005.0,R,0.0
217721,Graduate,R,12,R,0.0,R,12.0,R,0.0
217749,All students total,R,3654,R,726.0,R,1302.0,R,1626.0
217749,Undergraduate total,R,3039,R,442.0,R,1184.0,R,1413.0
217749,"Undergraduate, degree/certificate-seeking",R,2588,R,160.0,R,1151.0,R,1277.0
217749,"Undergraduate, non-degree/certificate-seeking",R,451,R,282.0,R,33.0,R,136.0
217749,Graduate,R,615,R,284.0,R,118.0,R,213.0
217776,All students total,R,1580,R,763.0,R,540.0,R,277.0
217776,Undergraduate total,R,1236,R,419.0,R,540.0,R,277.0
217776,"Undergraduate, degree/certificate-seeking",R,1133,R,370.0,R,530.0,R,233.0
217776,"Undergraduate, non-degree/certificate-seeking",R,103,R,49.0,R,10.0,R,44.0
217776,Graduate,R,344,R,344.0,R,0.0,R,0.0
217794,All students total,R,337,A,,A,,R,337.0
217794,Undergraduate total,R,337,A,,A,,R,337.0
217794,"Undergraduate, degree/certificate-seeking",C,337,A,,A,,C,337.0
217819,All students total,R,12326,R,2469.0,R,9356.0,R,501.0
217819,Undergraduate total,R,10180,R,798.0,R,9043.0,R,339.0
217819,"Undergraduate, degree/certificate-seeking",R,9773,R,623.0,R,8971.0,R,179.0
217819,"Undergraduate, non-degree/certificate-seeking",R,407,R,175.0,R,72.0,R,160.0
217819,Graduate,R,2146,R,1671.0,R,313.0,R,162.0
217828,All students total,R,47,A,,A,,R,47.0
217828,Undergraduate total,R,47,A,,A,,R,47.0
217828,"Undergraduate, degree/certificate-seeking",C,47,A,,A,,C,47.0
217837,All students total,R,2129,R,1292.0,R,621.0,R,216.0
217837,Undergraduate total,R,2129,R,1292.0,R,621.0,R,216.0
217837,"Undergraduate, degree/certificate-seeking",R,1537,R,801.0,R,540.0,R,196.0
217837,"Undergraduate, non-degree/certificate-seeking",R,592,R,491.0,R,81.0,R,20.0
217864,All students total,R,4388,R,912.0,R,2540.0,R,936.0
217864,Undergraduate total,R,3086,R,216.0,R,2099.0,R,771.0
217864,"Undergraduate, degree/certificate-seeking",R,3003,R,206.0,R,2097.0,R,700.0
217864,"Undergraduate, non-degree/certificate-seeking",R,83,R,10.0,R,2.0,R,71.0
217864,Graduate,R,1302,R,696.0,R,441.0,R,165.0
217873,All students total,R,2217,R,284.0,Z,0.0,R,1933.0
217873,Undergraduate total,R,2129,R,221.0,Z,0.0,R,1908.0
217873,"Undergraduate, degree/certificate-seeking",R,2116,R,221.0,Z,0.0,R,1895.0
217873,"Undergraduate, non-degree/certificate-seeking",R,13,Z,0.0,Z,0.0,R,13.0
217873,Graduate,R,88,R,63.0,Z,0.0,R,25.0
217882,All students total,R,29483,R,4437.0,R,24112.0,R,934.0
217882,Undergraduate total,R,22640,R,1382.0,R,20954.0,R,304.0
217882,"Undergraduate, degree/certificate-seeking",R,22217,R,1036.0,R,20942.0,R,239.0
217882,"Undergraduate, non-degree/certificate-seeking",R,423,R,346.0,R,12.0,R,65.0
217882,Graduate,R,6843,R,3055.0,R,3158.0,R,630.0
217891,All students total,R,150,R,13.0,R,0.0,R,137.0
217891,Undergraduate total,R,150,R,13.0,R,0.0,R,137.0
217891,"Undergraduate, degree/certificate-seeking",R,150,R,13.0,R,0.0,R,137.0
217907,All students total,R,1515,R,382.0,R,580.0,R,553.0
217907,Undergraduate total,R,1340,R,207.0,R,580.0,R,553.0
217907,"Undergraduate, degree/certificate-seeking",R,1005,R,207.0,R,580.0,R,218.0
217907,"Undergraduate, non-degree/certificate-seeking",R,335,Z,0.0,Z,0.0,R,335.0
217907,Graduate,R,175,R,175.0,Z,0.0,R,0.0
217925,All students total,R,2793,R,1928.0,R,418.0,R,447.0
217925,Undergraduate total,R,1001,R,347.0,R,258.0,R,396.0
217925,"Undergraduate, degree/certificate-seeking",R,868,R,292.0,R,226.0,R,350.0
217925,"Undergraduate, non-degree/certificate-seeking",R,133,R,55.0,R,32.0,R,46.0
217925,Graduate,R,1792,R,1581.0,R,160.0,R,51.0
217934,All students total,R,1674,R,795.0,R,704.0,R,175.0
217934,Undergraduate total,R,1279,R,504.0,R,626.0,R,149.0
217934,"Undergraduate, degree/certificate-seeking",R,1192,R,487.0,R,626.0,R,79.0
217934,"Undergraduate, non-degree/certificate-seeking",R,87,R,17.0,R,0.0,R,70.0
217934,Graduate,R,395,R,291.0,R,78.0,R,26.0
217961,All students total,R,2196,R,1064.0,R,946.0,R,186.0
217961,Undergraduate total,R,742,R,7.0,R,660.0,R,75.0
217961,"Undergraduate, degree/certificate-seeking",R,740,R,7.0,R,660.0,R,73.0
217961,"Undergraduate, non-degree/certificate-seeking",R,2,R,0.0,R,0.0,R,2.0
217961,Graduate,R,1454,R,1057.0,R,286.0,R,111.0
217989,All students total,R,782,R,373.0,R,355.0,R,54.0
217989,Undergraduate total,R,782,R,373.0,R,355.0,R,54.0
217989,"Undergraduate, degree/certificate-seeking",R,435,R,192.0,R,219.0,R,24.0
217989,"Undergraduate, non-degree/certificate-seeking",R,347,R,181.0,R,136.0,R,30.0
217998,All students total,R,1064,R,45.0,R,530.0,R,489.0
217998,Undergraduate total,R,875,R,0.0,R,452.0,R,423.0
217998,"Undergraduate, degree/certificate-seeking",R,875,R,0.0,R,452.0,R,423.0
217998,Graduate,R,189,R,45.0,R,78.0,R,66.0
218025,All students total,R,4261,R,1844.0,R,1733.0,R,684.0
218025,Undergraduate total,R,4261,R,1844.0,R,1733.0,R,684.0
218025,"Undergraduate, degree/certificate-seeking",R,3518,R,1330.0,R,1574.0,R,614.0
218025,"Undergraduate, non-degree/certificate-seeking",R,743,R,514.0,R,159.0,R,70.0
218061,All students total,R,4743,R,757.0,R,3047.0,R,939.0
218061,Undergraduate total,R,3980,R,366.0,R,2746.0,R,868.0
218061,"Undergraduate, degree/certificate-seeking",R,3190,R,145.0,R,2592.0,R,453.0
218061,"Undergraduate, non-degree/certificate-seeking",R,790,R,221.0,R,154.0,R,415.0
218061,Graduate,R,763,R,391.0,R,301.0,R,71.0
218070,All students total,R,2714,R,45.0,R,41.0,R,2628.0
218070,Undergraduate total,R,2407,A,,A,,R,2407.0
218070,"Undergraduate, degree/certificate-seeking",R,2402,A,,A,,R,2402.0
218070,"Undergraduate, non-degree/certificate-seeking",R,5,A,,A,,R,5.0
218070,Graduate,R,307,R,45.0,R,41.0,R,221.0
218113,All students total,R,13774,R,9005.0,R,3907.0,R,862.0
218113,Undergraduate total,R,13774,R,9005.0,R,3907.0,R,862.0
218113,"Undergraduate, degree/certificate-seeking",R,10815,R,6962.0,R,3341.0,R,512.0
218113,"Undergraduate, non-degree/certificate-seeking",R,2959,R,2043.0,R,566.0,R,350.0
218140,All students total,R,8365,R,3015.0,R,4073.0,R,1277.0
218140,Undergraduate total,R,8365,R,3015.0,R,4073.0,R,1277.0
218140,"Undergraduate, degree/certificate-seeking",R,6911,R,2421.0,R,3402.0,R,1088.0
218140,"Undergraduate, non-degree/certificate-seeking",R,1454,R,594.0,R,671.0,R,189.0
218159,All students total,R,190,A,,A,,R,190.0
218159,Undergraduate total,R,190,A,,A,,R,190.0
218159,"Undergraduate, degree/certificate-seeking",C,190,A,,A,,C,190.0
218195,All students total,R,185,A,,A,,R,185.0
218195,Undergraduate total,R,185,A,,A,,R,185.0
218195,"Undergraduate, degree/certificate-seeking",C,185,A,,A,,C,185.0
218229,All students total,R,3857,R,520.0,R,2819.0,R,518.0
218229,Undergraduate total,R,3601,R,281.0,R,2812.0,R,508.0
218229,"Undergraduate, degree/certificate-seeking",R,3469,R,234.0,R,2795.0,R,440.0
218229,"Undergraduate, non-degree/certificate-seeking",R,132,R,47.0,R,17.0,R,68.0
218229,Graduate,R,256,R,239.0,R,7.0,R,10.0
218238,All students total,R,2312,R,1245.0,R,824.0,R,243.0
218238,Undergraduate total,R,2129,R,1062.0,R,824.0,R,243.0
218238,"Undergraduate, degree/certificate-seeking",R,2112,R,1059.0,R,822.0,R,231.0
218238,"Undergraduate, non-degree/certificate-seeking",R,17,R,3.0,R,2.0,R,12.0
218238,Graduate,R,183,R,183.0,R,0.0,R,0.0
218335,All students total,R,3638,R,725.0,R,357.0,R,2556.0
218335,Undergraduate total,R,422,R,65.0,R,357.0,R,0.0
218335,"Undergraduate, degree/certificate-seeking",R,422,R,65.0,R,357.0,R,0.0
218335,Graduate,R,3216,R,660.0,Z,0.0,R,2556.0
218353,All students total,R,11804,R,4966.0,R,5942.0,R,896.0
218353,Undergraduate total,R,11804,R,4966.0,R,5942.0,R,896.0
218353,"Undergraduate, degree/certificate-seeking",R,10057,R,3804.0,R,5552.0,R,701.0
218353,"Undergraduate, non-degree/certificate-seeking",R,1747,R,1162.0,R,390.0,R,195.0
218399,All students total,R,507,R,58.0,R,396.0,R,53.0
218399,Undergraduate total,R,507,R,58.0,R,396.0,R,53.0
218399,"Undergraduate, degree/certificate-seeking",R,506,R,58.0,R,396.0,R,52.0
218399,"Undergraduate, non-degree/certificate-seeking",R,1,A,,A,,R,1.0
218414,All students total,R,1303,R,54.0,R,0.0,R,1249.0
218414,Undergraduate total,R,1303,R,54.0,R,0.0,R,1249.0
218414,"Undergraduate, degree/certificate-seeking",R,1298,R,54.0,R,0.0,R,1244.0
218414,"Undergraduate, non-degree/certificate-seeking",R,5,R,0.0,R,0.0,R,5.0
218441,All students total,R,2625,R,328.0,R,1162.0,R,1135.0
218441,Undergraduate total,R,2244,R,188.0,R,1053.0,R,1003.0
218441,"Undergraduate, degree/certificate-seeking",R,1833,R,163.0,R,1039.0,R,631.0
218441,"Undergraduate, non-degree/certificate-seeking",R,411,R,25.0,R,14.0,R,372.0
218441,Graduate,R,381,R,140.0,R,109.0,R,132.0
218487,All students total,R,3219,R,1380.0,R,1568.0,R,271.0
218487,Undergraduate total,R,3219,R,1380.0,R,1568.0,R,271.0
218487,"Undergraduate, degree/certificate-seeking",R,2229,R,863.0,R,1263.0,R,103.0
218487,"Undergraduate, non-degree/certificate-seeking",R,990,R,517.0,R,305.0,R,168.0
218520,All students total,R,6333,R,3650.0,R,2116.0,R,567.0
218520,Undergraduate total,R,6333,R,3650.0,R,2116.0,R,567.0
218520,"Undergraduate, degree/certificate-seeking",R,5044,R,2892.0,R,1848.0,R,304.0
218520,"Undergraduate, non-degree/certificate-seeking",R,1289,R,758.0,R,268.0,R,263.0
218539,All students total,R,1337,R,0.0,R,496.0,R,841.0
218539,Undergraduate total,R,1063,R,0.0,R,488.0,R,575.0
218539,"Undergraduate, degree/certificate-seeking",R,998,R,0.0,R,487.0,R,511.0
218539,"Undergraduate, non-degree/certificate-seeking",R,65,R,0.0,R,1.0,R,64.0
218539,Graduate,R,274,R,0.0,R,8.0,R,266.0
218645,All students total,R,4870,R,2294.0,R,2380.0,R,196.0
218645,Undergraduate total,R,3702,R,1148.0,R,2360.0,R,194.0
218645,"Undergraduate, degree/certificate-seeking",R,3358,R,1045.0,R,2276.0,R,37.0
218645,"Undergraduate, non-degree/certificate-seeking",R,344,R,103.0,R,84.0,R,157.0
218645,Graduate,R,1168,R,1146.0,R,20.0,R,2.0
218654,All students total,R,2398,R,630.0,R,1708.0,R,60.0
218654,Undergraduate total,R,2390,R,629.0,R,1706.0,R,55.0
218654,"Undergraduate, degree/certificate-seeking",R,2211,R,526.0,R,1650.0,R,35.0
218654,"Undergraduate, non-degree/certificate-seeking",R,179,R,103.0,R,56.0,R,20.0
218654,Graduate,R,8,R,1.0,R,2.0,R,5.0
218663,All students total,R,38770,R,16201.0,R,21072.0,R,1497.0
218663,Undergraduate total,R,29140,R,11360.0,R,17667.0,R,113.0
218663,"Undergraduate, degree/certificate-seeking",R,28704,R,11007.0,R,17624.0,R,73.0
218663,"Undergraduate, non-degree/certificate-seeking",R,436,R,353.0,R,43.0,R,40.0
218663,Graduate,R,9630,R,4841.0,R,3405.0,R,1384.0
218672,All students total,R,2683,R,1774.0,R,671.0,R,238.0
218672,Undergraduate total,R,2683,R,1774.0,R,671.0,R,238.0
218672,"Undergraduate, degree/certificate-seeking",R,1051,R,532.0,R,514.0,R,5.0
218672,"Undergraduate, non-degree/certificate-seeking",R,1632,R,1242.0,R,157.0,R,233.0
218681,All students total,R,1135,R,262.0,R,732.0,R,141.0
218681,Undergraduate total,R,1135,R,262.0,R,732.0,R,141.0
218681,"Undergraduate, degree/certificate-seeking",R,618,R,142.0,R,420.0,R,56.0
218681,"Undergraduate, non-degree/certificate-seeking",R,517,R,120.0,R,312.0,R,85.0
218690,All students total,R,1682,R,1102.0,R,487.0,R,93.0
218690,Undergraduate total,R,1682,R,1102.0,R,487.0,R,93.0
218690,"Undergraduate, degree/certificate-seeking",R,785,R,363.0,R,410.0,R,12.0
218690,"Undergraduate, non-degree/certificate-seeking",R,897,R,739.0,R,77.0,R,81.0
218706,All students total,R,1636,R,603.0,R,689.0,R,344.0
218706,Undergraduate total,R,1636,R,603.0,R,689.0,R,344.0
218706,"Undergraduate, degree/certificate-seeking",R,459,R,165.0,R,284.0,R,10.0
218706,"Undergraduate, non-degree/certificate-seeking",R,1177,R,438.0,R,405.0,R,334.0
218724,All students total,R,11421,R,1128.0,R,7114.0,R,3179.0
218724,Undergraduate total,R,10317,R,474.0,R,6831.0,R,3012.0
218724,"Undergraduate, degree/certificate-seeking",R,9728,R,395.0,R,6790.0,R,2543.0
218724,"Undergraduate, non-degree/certificate-seeking",R,589,R,79.0,R,41.0,R,469.0
218724,Graduate,R,1104,R,654.0,R,283.0,R,167.0
